Tweet_clean,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
pengguna pengguna pengguna pengguna haha blunder cebong protein energy malnutrition pusat alasan ham rakyat aceh ya kali coba datangi pemerintah bilang suruh hukum islam kaffah aceh dewan perwakilan rakyat,1,1,1,0,0,1,0,0,0,0,0,1
bangsat gue menyelam,0,1,0,0,0,0,0,0,0,0,0,0
dipancing pancing urusan penistaan berbicara pemahaman fiksi kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna cebong kacung teman gue dungunya tulang sum buang energi debat xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna partai korupsi sapi goblok,1,1,0,1,0,0,1,0,0,0,0,1
sinyal kontol pemeliharaan niat sih login twitter doang susah open redtube setan pengguna,1,1,0,1,0,0,1,0,0,0,1,0
pengguna pengguna matanya kafir wkwk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna facebook anjir lupa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna sih bilang alah kontol,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani pakai hijab berbicara cebang cebong fantasikan uh ah,1,1,1,0,0,1,0,0,0,0,0,1
pengguna tatapannya dialihkan arah enggan menatap pria mencurigakan kali gaduh suasana angie menemukan pria asing tidur sofanya kejadian,0,0,0,0,0,0,0,0,0,0,0,0
lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
ya terserah balasnya fokus pekerjaan tugas proyek seni budaya setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek,0,0,0,0,0,0,0,0,0,0,0,0
bro,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan bodoh pengguna masuk kategori perbuatan menyenangkan kelakuan sontoloyo pengguna menganggu persatuan bangsa kelakuan naif pengguna langsung bentuk intimidasi ulama kelakuan pengguna,1,1,1,0,0,1,0,0,0,0,0,1
monyet turun pemukiman warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kotor bahagia warganya cebong mengerti,1,1,0,1,0,0,1,0,0,0,0,1
giveaway taplak meja menang the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kebuka kebusukan kubu anies sandi menang berkah uniform resource locator prabowo berusaha cuci tangan,1,0,0,1,0,0,1,0,0,0,0,1
pengguna pengguna wkwk bodoh bang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kayak orang bego bro ego,1,1,1,0,0,1,0,0,0,0,0,1
kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak buang islam,1,1,0,0,1,0,1,1,0,0,0,0
pengguna pengguna orang bego kebanyakan minum amp makan kotoran onta otak somplak,1,1,1,0,0,1,0,0,0,0,0,1
terkuak strategi kampanye tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu,0,0,0,0,0,0,0,0,0,0,0,0
lembaga anti korupsi bubar sentuh kekuasaan giliran komisi pemberantasan korupsi partai demokrasi indonesia perjuangan partai politik penguasa pulang mengotot bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna mas menyudutkan salah agama bahaya rocky cerdik menyusun kalimat amp inti kasih tau pengertian fiksi ayolah mas,0,0,0,0,0,0,0,0,0,0,0,0
pendukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah sadar asing kabur bawa uang didukung pribumi anjing mustahil asing pribumi diam disogok mental kacung uniform resource locator,1,1,0,1,0,0,1,0,1,0,0,0
pengguna pengguna pengguna rabun budek gue menulis berbicara xf xf xf xf,1,1,1,0,0,1,0,0,0,1,0,0
bismillah menahan sepo terkutuk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna brahahahaaa cebong ahoker xf xf xa xa xf xf xa xa pengguna cebong cebok xf xf pengguna,1,1,1,0,0,1,0,0,0,0,0,1
update status bikin tugas selesai ya jancuk jembut,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna muslim pejabat negara bertindak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
ikan sembuh sakitnya terselamatkan bagus laik jual dipisah diseleksi ikan cacat permanen pemeliharaan ncc pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pribumi sadari lihat kecuali cina komunis misionaris abaikan twit usir cina indonesia,1,0,0,0,1,0,1,0,1,0,0,0
presiden tuduh rezim anti islam berbuat negeri berbuat umat uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna manusia bangsat,1,1,1,0,0,1,0,0,0,0,0,1
pengguna ya cina mengenalkan wisata haram indonesia haha,1,0,0,1,0,0,1,0,1,0,0,0
pengguna prabowo partai keadilan sejahtera bib asyik dianggap antek prabowo antek partai keadilan sejahtera hidupmu dramatis,1,0,1,0,0,1,0,0,0,0,0,1
persahabatan salah lovren bukti beda suku agama ras halangan membina hubungan umat manusia perbedaan warna tersendiri menjalin pertemanan terima kasih lovren salah,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna lae turun menurun ideologi partai komunis indonesia melekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kesal merokok motor iyakan kadang pengap ditutup macet xe xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna maaf kunyuk pengguna bro enak banget rasan sebar hoaks maaf sebar hoaks maaf mesti sapu pengguna biar jera nih orang uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
halo warga jakarta wakil kepala dinas penanaman modal pelayanan terpadu pintu provinsi daerah khusus ibukota jakarta denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakarta membuka acara junior chamber international jci indonesia nasional event,0,0,0,0,0,0,0,0,0,0,0,0
perkuat jaringan gubernur pengguna menekankan menguasai state of the art knowledge bahasa merantau indonesia pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna penyedia berengsek,1,1,0,1,0,0,1,0,0,0,0,1
susilo bambang yudhoyono presiden ri khofifah emil masyarakat no,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna dungu orang ganti presiden tau mikiiiir,1,1,1,0,0,1,0,0,0,0,0,1
pengguna bokep cewek bispak bandung ngentot crot xf xf mengunduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kampret complain raga ditanggapi fuck,1,1,0,1,0,0,1,0,0,0,0,1
kayak jablay grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,1,0,0,0,0,1,0
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kerjanya memusuhi dakwah islam bubarkan hati rakyat berhak lengserkan jokowi kodok tukang pencitraan,1,0,0,0,1,1,0,1,0,0,0,0
pengguna pengguna pengguna pengguna ha melengkapi orang buktinya goblok sih,1,1,1,0,0,1,0,0,0,0,0,1
xe xctidak xe xd salah khalifah rasyidin xe xckami memerangi orang kafir xe xd xe xckalau orang orang munafik xe xd xe xctidak orang munafik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna suka nete ujian nasional maklumkan,0,1,0,0,0,0,0,0,0,0,0,0
pengguna nek lihat match chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki diprediksi xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna ya kali tentara nasional indonesia suruh uruskan sampah plastik xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna khawatirkan manuver politik kebijakan rezim semoga negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi rocky pernyataan salah terhina tunggu penganut agama menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bajingan tengik,0,1,0,0,0,0,0,0,0,0,0,0
pakai buruh cina rakyat pengangguran dasar rejim kodok,1,1,1,0,0,1,0,0,1,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,1,1,0,1,0,0,1,0,0,0,0,1
rupiah haneul cute pacarnya perek on retweet,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bilangnya anti asing asing taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna suriah sekolah radikal rakit bom pulang indonesia ya amankan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kadang hidup kayak tai kadang berak orang bereskan tainya tangan iya xe xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ih banci selotipan xf xf,1,1,1,0,0,1,0,0,0,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna haha kalah nih iya orang jahat kalah,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna cinta orde meng idola prabowo amp hary tanoe,1,0,1,0,0,1,0,0,0,0,0,1
menantang buka dadalah eh menyebut setanlah habis kamus melawan kenegarawanan joko widodo presiden ri stresssssss nih hati kena strok serangan jantung rakyat indonesia kehilangan badut politik merdeka,1,1,0,1,0,0,1,0,0,1,0,0
pengguna pengguna pengguna pengguna belah duren ya dungu ya cebong xf xf xf xf maaf ya,1,1,1,0,0,1,0,0,0,0,0,1
orang orang yahudi nasrani al kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hati amp front pembela islam uniform resource locator,1,0,0,0,1,0,1,1,0,0,0,0
ahok verbalnya keras pelampiasan pelarian kelelakiannya lunak,1,0,1,0,0,1,0,0,0,0,1,0
pengguna bagikan teman kantor pelanggan bercadar langsung bilang awas bom menghela nafas xf xf xaf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pantat nih menusuk ditusuk xf xf xopen bo wa xe xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna diancam dibunuh presiden republik indonesia mas mesti lapor penegak hukum bertindak ancaman pembunuhan kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kayak orang nyosor nete,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ngewe,0,1,0,0,0,0,0,0,0,0,0,0
pengguna jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0
partai keadilan sejahtera ulang balai kota rr berbicara mencalonkan presiden balai kota ganti namanya balai politiknya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna melanjutkan rencana pengguna menyeret pengguna pengadilan ham pbb uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
pengguna kebijakan pengembalian barang konsumen barang rusak cacat produksi konsumen puas produk terhitung tanggal pembelian kunyuk ikutan nuser,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad lengkap diunduh,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi negara kesatuan republik indonesia usir,1,0,0,0,1,0,1,0,1,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna we pipis onta tercecer mari bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kejadian teriak lantang pemerintah pro asing pas ditawari bantuan asing bikin posko intinya mengompori keluarga korban pemerintah bilang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mari berjuang dilantik gentar takut mata benang leher ujung tombak perut surut langkah bisu suara,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna kayak monyet,0,1,0,0,0,0,0,0,0,0,0,0
survei metro televisi jokowi menang presiden menghitungnya ya mengalahkan salah judul maksudnya jokowi menangis sumber zie bajrie,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
cuba tegak anime nih karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habis uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya derau kutai kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kontaknya retweet ya banget kenalan tante jilboobs sange nini namanya tante dea xe xa,0,1,0,0,0,0,0,0,0,0,0,0
debat publik ajang pembuktian pintar ruang akademik pamer indah orang kekuatan kelemahan egosentris namanya kekuatan menahan,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara lengserkan jokowi salamtahun pengguna,1,0,0,0,1,1,0,0,0,0,0,1
pengguna hebatnya pengguna sibuk pencitraan pengguna pengguna pengguna pengguna baca nih,1,0,1,0,0,1,0,0,0,0,0,1
pengguna muslim menghinakan iblis betina menista syariat,1,1,1,0,0,1,0,1,0,0,0,0
pengguna baby kafir buddha teroris myanmar,1,1,0,1,0,0,1,1,1,0,0,0
indonesia merdeka indonesia dijajah orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,0,1,0,1,0,0,0
pengamat politik hanta yudha pasangan calon no jawa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna jongos penista agama ahok sok sok ngong sara majikan penebar sara astagfirullah tobat,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna follow beli katolik akun prof pengguna menambah wawasan berbangsa terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sih bejat cabul pengguna pengecut sih onta iya,1,1,1,0,0,1,0,0,0,0,1,0
wibisono pencitraan jokowi disebarkan up media massa pro asing terkesan jokowi berhasil,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna adian gaya kayak beruk supir tembak metromini masuk dewan perwakilan rakyat kampungan,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna km mainstream mengaartikan pintar pintar relatif tergantung dibawa kemana pengertiannya surat pemberitahuan tahunan pintar meng undeeestimate orang gue pintar komen rejim now pintar mangkrakan janji doang sok making,1,0,1,0,0,1,0,0,0,0,0,1
pengguna gue dongok,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ih masak samakan sampah xf xf xa xf xf xa xf xf xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna gue terpukau,1,0,1,0,0,1,0,0,0,0,0,1
aspirasi lina sumedang calon gubernur jabar berantas perebut laki orang meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna yaelah chat uruskan mesum anggota dewan perwakilan rakyat diam nyata selingkuh pura budek otaknya,1,1,0,1,0,0,1,0,0,1,1,0
pengguna takut cina party dap bimbang pemahaman dibawa,0,0,0,0,0,0,0,0,0,0,0,0
cermin pecah berkaca,0,0,0,0,0,0,0,0,0,0,0,0
pengguna langsung tag partainya berani ya banci,1,1,1,0,0,1,0,0,0,0,1,0
aURL comel asing warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia idealis realistis kehidupan lupa diajak keras diajak beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk,1,1,0,1,0,0,1,1,0,1,1,0
pengguna agama katolik menyebut katolik nusantara agama kristen protestan menyebut kristen protestan nusantara agama hindu menyebut hindu nusantara agama buddha menyebut buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
berbasis teknologi digital presiden sistem jalan langsung ramah pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ah perasaanmu menghibur cebong bahagia presiden cebong tol cebong germo xf xf xf xf xf xf,1,1,1,0,0,1,0,0,0,0,0,1
resah presiden hidup penuh drama pencitraan main film televisi joko judulnya uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
agama kristen golongan darah nasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
buddha bunuh muslim myanmar,1,0,0,1,0,0,1,1,0,0,0,0
pengguna yahudi bangkai jerman ibadah,1,1,0,1,0,0,1,1,1,0,0,0
papa ketua fraksi rakyat setya novanto dewan perwakilan rakyat pecat ketua dewan perwakilan rakyat pecat dewan perwakilan rakyat,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna hoaks kodok biawak meroket sekop bangsat karbitan munafik,1,1,0,1,0,0,1,0,1,0,0,0
ribut komunis bla bla emoh baca baca niat agitasi menyerang pemerintah pakai cari simpatisan,1,0,1,0,0,1,0,0,0,0,0,1
presiden jokowi berharap skema kerja pembangunan pembangunan,0,0,0,0,0,0,0,0,0,0,0,0
pemilihan langsung biar memilih presiden dewan perwakilan rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden ditentukan gubernur berprestasi maju calon presiden gubernur,0,0,0,0,0,0,0,0,0,0,0,0
pengguna vital inter bek kanan pembeda ya era maicon ambrosio kedatangan cancelo bagusnya nhmmmm kesimpulannya geblek ausilio xf xf xf,1,1,1,0,0,1,0,0,0,0,0,1
pengguna namanya agama munafik,1,1,1,0,0,1,0,1,0,0,0,0
contoh tudingan dugaan korupsi susilo bambang yudhoyono dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi,1,0,1,0,0,1,0,0,0,0,0,1
mencium bau bau pecun uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
berhenti konsumen wisata haji rumah menipu produsen wisata jiarah indonesia,1,0,0,1,0,0,1,1,0,0,0,0
pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf van kamar gas bergerak mengeksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna caci maki penista agama ketahuan poligami mengumpet dibegitukan sih ogah,1,0,1,0,0,1,0,0,0,0,0,1
pengguna bubarkan negara kesatuan republik indonesia harga mati,1,0,0,0,1,0,1,0,0,0,0,1
pengguna sih royson jokowi kacung gue alasan fundamentalnya rezim sengaja masuk debt trap komunis cina north sumatera offshore wajib,1,1,1,0,0,1,0,0,1,0,0,0
pengguna pengguna wkwk mampus pepet ujian ah,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman now ya anti hoaks menyebar isu,0,0,0,0,0,0,0,0,0,0,0,0
azan televisi memanggil allah subhanahu wa taala dungu biadab dihentikan acara catut nama tuhan dilanjutkan,1,1,0,0,1,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna kelakuan bani cebong,1,1,0,1,0,0,1,0,0,0,0,1
baju yahudi bertopi bas geng jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga nih out of place mohon dirajam,0,0,0,0,0,0,0,0,0,0,0,0
pengguna gue ge marah auto daftar hitam kehidupan gue sampah gunanya didaur ulang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna anjir bekas silit,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna cebong kepanasan ngawur xf xf xf xf,1,1,1,0,0,1,0,0,0,0,0,1
amin semoga bertiga menampilkan terbaik menyumbangan medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
membingkai bangkai menjadikannya pelajaran hidup,0,0,0,0,0,0,0,0,0,0,0,0
pengguna edan pemula menangis lihatnya ya ampun kartu gue banget,0,1,0,0,0,0,0,0,0,0,0,0
partai komunis indonesia alias partai korupsi indonesia diganyang,1,0,0,1,0,0,1,0,0,0,0,1
perempuan kayak mending mati deh jelek sok make up artist,1,1,1,0,0,1,0,0,0,1,0,0
dijual gue kayak jablay,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna bijak petugas jajaran kereta listrik doang penumpang pengikut doang xe xb xef xb xf menyuruh orang mengerti mengerti kebutuhan orang bangkai,0,1,0,0,0,0,0,0,0,0,0,0
pengguna titit sambung pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
pengguna mata gue pas sipit aneh banget,0,0,0,0,0,0,0,0,0,0,0,0
banci gigih natural killer uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
mewaspadai cina komunis indonesia,1,0,0,1,0,0,1,0,1,0,0,0
pengguna banci kampungan heeee,1,1,1,0,0,1,0,0,0,0,1,0
pengguna gembel ganteng dikasihani mencintainya asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
setia usaha agung pas datuk takiyuddin hasan sahkan cuba pinda perlembagaan party presiden party,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna memangnya najis,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna sastra karl mark pentolan komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna otak kayaknya bool deh mes harinya makan silit,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ganti rezim kacung cebong,1,1,0,1,0,0,1,0,0,0,0,1
cina hak melarang,1,0,0,1,0,0,1,0,1,0,0,0
hebat bicara cinta pegang alquran pegangan hidup alquran bicara cinta perang bunuh penggal,1,0,0,1,0,0,1,1,0,0,0,0
pengguna jomlo jablay,0,1,0,0,0,0,0,0,0,0,0,0
perjaka jual sok sok an booking tante idiot anjir,1,1,1,0,0,1,0,0,0,1,1,0
pengguna rev pilih ulama kafir munafik,1,1,1,0,0,1,0,1,0,0,0,0
menjaga kebersihan lingkungan orang melek kewajibannya buang sampah berbicara petugas kebersihannya,0,0,0,0,0,0,0,0,0,0,0,0
sejuk gila kantor kulit buaya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ooo biasalah kena seimbang nakal kucing anjing abang dark side bright side chill sosial kalai pelengkap haha bang selamat maju jaya terjawab terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
permasalahan solusi berdampak signifikan sekurang mengobati mencegah penyakit bertambah parah,1,0,1,0,0,1,0,0,0,0,0,1
pengguna gampang kak buka handphone buka browser ketik budaya palembang silakan menikmati pembelajaran gratis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna segerombol onta mengakui membela umat kepentingan politik praktis tuan guru bajang demokratis mementingkan umat berpikiran modern salut untukmu tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna culun mending kampung jess,1,1,1,0,0,1,0,0,0,0,0,1
pengguna goyangan jilboobs mantap nih hyper kontol squirt xf xf xd xf xf xd xf xf xd menonton live besok xe xa,0,1,0,0,0,0,0,0,0,0,0,0
islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia beragam islam nusantara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0
presiden aspek indonesia mbak pengguna anti investasi asing berubah invasi asing kewajiban warga negara melawannya,0,0,0,0,0,0,0,0,0,0,0,0
indonesia barat kepala unit binaan masyarakat inspektur polisi mt hutasoit melaksanakan sambang pesan keamanan ketertiban masyarakat pilihan gubernur pilihan kepala daerah karyawan bank rakyat indonesia ranting muara damenra silit kawan kawan desa hutanagodang kecamatan muara kabupaten tap utara,0,0,0,0,0,0,0,0,0,0,0,0
